tunefamily,songid,motifid,begintime,endtime,duration,startindex,endindex,numberofnotes,motifclass,description,annotator,changes
Wat_zag_ik_daar_van_verre_1,NLB075064_01,NLB075064_01_02,6,10,4,6,7,2,"2:afisd","melodic (triad or jump)","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB075064_01,NLB075064_01_03,14,19,5,11,14,4,"3:dcba","melodic","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB075064_01,NLB075064_01_04,38,42,4,34,37,4,"4:cdee","melodic","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB075064_01,NLB075064_01_05,20,24,4,17,20,4,"4:cdee","melodic","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB075064_01,NLB075064_01_06,42,45,3,38,40,3,"5:dbg","melodic (triad or jump)","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB075064_01,NLB075064_01_07,24,27,3,21,23,3,"5:dbg","melodic (triad or jump)","ann2","length"
Het_was_laatst_op_een_zomerdag,NLB075065_01,NLB075065_01_00,3,6,3,6,11,6,"1:eddedd","rhythmic, repetition","ann1",""
Het_was_laatst_op_een_zomerdag,NLB075065_01,NLB075065_01_01,15/2,12,9/2,15,21,7,"2:dedcb","melodic figure","ann1","length"
Het_was_laatst_op_een_zomerdag,NLB075065_01,NLB075065_01_02,12,18,6,22,29,8,"3:defisggaab","melodic:ascending line","ann1","length"
Wat_zag_ik_daar_van_verre_1,NLB075068_01,NLB075068_01_00,2,5,3,1,3,3,"1:ged","melodic","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB075068_01,NLB075068_01_01,12,15,3,10,12,3,"1:ged","melodic","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB075068_01,NLB075068_01_02,6,10,4,5,7,3,"2:afisd","melodic (triad or jump)","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB075068_01,NLB075068_01_03,14,37/2,9/2,12,15,4,"3:dcba","melodic","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB075068_01,NLB075068_01_04,20,24,4,19,22,4,"4:cdee","melodic","ann2","length"
Zolang_de_boom_zal_bloeien_1,NLB075073_01,NLB075073_01_00,12,29/2,5/2,17,21,5,"1:dbdg","melodic","ann3","length"
Zolang_de_boom_zal_bloeien_1,NLB075073_01,NLB075073_01_01,7/2,6,5/2,7,8,2,"2:fise","jump","ann3",""
Zolang_de_boom_zal_bloeien_1,NLB075073_01,NLB075073_01_02,15,35/2,5/2,23,26,4,"4:bage","melodic","ann3",""
Zolang_de_boom_zal_bloeien_1,NLB075073_01,NLB075073_01_03,18,24,6,28,35,8,"5:edefisg","melodic","ann3","length"
Het_was_laatst_op_een_zomerdag,NLB075074_01,NLB075074_01_00,7/2,13/2,3,7,12,6,"1:eddedd","rhythmic, repetition","ann1",""
Het_was_laatst_op_een_zomerdag,NLB075074_01,NLB075074_01_01,8,25/2,9/2,16,21,6,"2:dedcb","melodic figure","ann1","length"
Het_was_laatst_op_een_zomerdag,NLB075074_01,NLB075074_01_02,25/2,73/4,23/4,22,29,8,"3:defisggaab","melodic:ascending line","ann1","length"
O_God_ik_leef_in_nood,NLB075079_01,NLB075079_01_00,0,3/2,3/2,0,1,2,"1:dg ","jump (fourth)","ann2","length"
O_God_ik_leef_in_nood,NLB075079_01,NLB075079_01_01,33/2,45/2,6,21,26,6,"2:dfisfisfis4","melodic+rhytmic","ann2","add"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB075156_01,NLB075156_01_00,21/2,49/4,7/4,18,19,2,"1:ed","melodic","ann2","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB075156_01,NLB075156_01_01,3/2,7/2,2,3,4,2,"1:ed","melodic","ann2","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB075156_01,NLB075156_01_02,21,45/2,3/2,37,38,2,"3:dg","jump (fifth)","ann2","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB075156_01,NLB075156_01_03,25,26,1,44,45,2,"3:dg","jump (fifth)","ann2","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB075156_01,NLB075156_01_04,67/2,37,7/2,58,61,4,"4:abcisd","melodic","ann2","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB075156_01,NLB075156_01_05,79/2,43,7/2,66,69,4,"4:abcisd","melodic","ann2","length"
Vaarwel_bruidje_schoon,NLB075158_01,NLB075158_01_00,1,6,5,2,5,4,"1:defisg","melodic line","ann1",""
Vaarwel_bruidje_schoon,NLB075158_01,NLB075158_01_01,13,18,5,15,18,4,"1:defisg","melodic line","ann1","pr"
Vaarwel_bruidje_schoon,NLB075158_01,NLB075158_01_02,10,12,2,11,12,2,"2:ba","descending interval","ann1","length"
Vaarwel_bruidje_schoon,NLB075158_01,NLB075158_01_03,22,24,2,24,25,2,"2:ba","descending interval","ann1","pr"
Vaarwel_bruidje_schoon,NLB075158_01,NLB075158_01_04,24,32,8,26,31,6,"3:deedee","rhythmic, repeating note","ann1","length"
Vaarwel_bruidje_schoon,NLB075158_01,NLB075158_01_05,50,58,8,48,53,6,"3:deedee","rhythmic, repeating note","ann1","pr"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB075167_01,NLB075167_01_00,21/2,49/4,7/4,21,22,2,"1:ed","melodic","ann2","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB075167_01,NLB075167_01_01,3/2,7/2,2,4,5,2,"1:ed","melodic","ann2","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB075167_01,NLB075167_01_02,15/2,37/4,7/4,15,17,3,"2:cba","melodic","ann2","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB075167_01,NLB075167_01_03,33/2,37/2,2,34,36,3,"2:cba","melodic","ann2","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB075167_01,NLB075167_01_04,25,26,1,49,50,2,"3:dg","jump (fifth)","ann2","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB075167_01,NLB075167_01_05,21,45/2,3/2,42,43,2,"3:dg","jump (fifth)","ann2","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB075167_01,NLB075167_01_06,77/2,41,5/2,77,81,5,"4:abcisd","melodic","ann2","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB075167_01,NLB075167_01_07,67/2,36,5/2,67,71,5,"4:abcisd","melodic","ann2","length"
En_er_waren_eens_twee_zoeteliefjes,NLB075174_01,NLB075174_01_00,0,7/4,7/4,0,2,3,"1:dg","jump","ann3",""
En_er_waren_eens_twee_zoeteliefjes,NLB075174_01,NLB075174_01_01,47/4,16,17/4,18,23,6,"2:bbcdeee","melodic","ann3","length"
En_er_waren_eens_twee_zoeteliefjes,NLB075174_01,NLB075174_01_02,79/4,24,17/4,30,33,4,"3:edb","melodic, harmonic","ann3",""
Er_reed_er_eens_een_ruiter_1,NLB075176_01,NLB075176_01_00,5/2,4,3/2,2,4,3,"1:b,a,g,fis","melodic descending","ann1",""
Er_reed_er_eens_een_ruiter_1,NLB075176_01,NLB075176_01_01,12,14,2,13,15,3,"3:ddg","ascending fourth","ann1","length"
Er_reed_er_eens_een_ruiter_1,NLB075176_01,NLB075176_01_02,14,16,2,16,19,4,"4:bbbb","rhythmic repetition of notes","ann1",""
Er_reed_er_eens_een_ruiter_1,NLB075176_01,NLB075176_01_03,19,22,3,24,26,3,"5:bdb","ascending + descending interval","ann1",""
Er_reed_er_eens_een_ruiter_1,NLB075176_01,NLB075176_01_04,22,27,5,27,31,5,"6:accbag","melodic figure","ann1","length"
Er_reed_er_eens_een_ruiter_1,NLB075184_01,NLB075184_01_00,2,4,2,3,6,4,"1:b,a,g,fis","melodic descending","ann1",""
Er_reed_er_eens_een_ruiter_1,NLB075184_01,NLB075184_01_01,12,27/2,3/2,16,18,3,"3:ddg","ascending fourth","ann1","length"
Er_reed_er_eens_een_ruiter_1,NLB075184_01,NLB075184_01_02,27,57/2,3/2,37,39,3,"3:ddg","ascending fourth","ann1","pr"
Er_reed_er_eens_een_ruiter_1,NLB075184_01,NLB075184_01_03,14,16,2,20,23,4,"4:bbbb","rhythmic repetition of notes","ann1",""
Er_reed_er_eens_een_ruiter_1,NLB075184_01,NLB075184_01_04,29,31,2,41,44,4,"4:bbbb","rhythmic repetition of notes","ann1","pr"
Er_reed_er_eens_een_ruiter_1,NLB075184_01,NLB075184_01_05,19,22,3,28,31,4,"5:bdb","ascending + descending interval","ann1",""
Er_reed_er_eens_een_ruiter_1,NLB075184_01,NLB075184_01_06,34,37,3,49,52,4,"5:bdb","ascending + descending interval","ann1","pr"
Er_reed_er_eens_een_ruiter_1,NLB075184_01,NLB075184_01_07,22,27,5,32,36,5,"6:accbag","melodic figure","ann1","length"
Er_reed_er_eens_een_ruiter_1,NLB075184_01,NLB075184_01_08,37,42,5,53,57,5,"6:accbag","melodic figure","ann1","pr"
Ik_kwam_laatst_eens_in_de_stad,NLB075191_01,NLB075191_01_00,3,6,3,4,9,6,"1:eddedd","rhytmic+repeated notes","ann2",""
Ik_kwam_laatst_eens_in_de_stad,NLB075191_01,NLB075191_01_01,6,12,6,10,13,4,"2:bbddc","melodic+sequens","ann2","length"
Ik_kwam_laatst_eens_in_de_stad,NLB075191_01,NLB075191_01_02,12,18,6,14,17,4,"2:bbddc","melodic+sequens","ann2","length"
Ik_kwam_laatst_eens_in_de_stad,NLB075191_01,NLB075191_01_03,18,21,3,18,21,4,"3:gbdg","melodic","ann2","length"
Ik_kwam_laatst_eens_in_de_stad,NLB075191_01,NLB075191_01_04,24,27,3,25,29,5,"4:eeegfise","melodic+rhytmic","ann2","add"
Ik_kwam_laatst_eens_in_de_stad,NLB075191_01,NLB075191_01_05,27,30,3,30,32,3,"5:dcb","melodic","ann2","length"
En_er_waren_eens_twee_zoeteliefjes,NLB075249_01,NLB075249_01_00,0,2,2,0,2,3,"1:dg","jump","ann3",""
En_er_waren_eens_twee_zoeteliefjes,NLB075249_01,NLB075249_01_01,47/4,16,17/4,16,21,6,"2:bbcdeee","melodic","ann3","length"
En_er_waren_eens_twee_zoeteliefjes,NLB075249_01,NLB075249_01_02,79/4,24,17/4,28,31,4,"3:edb","melodic, harmonic","ann3",""
Een_Soudaan_had_een_dochtertje_1,NLB075273_01,NLB075273_01_00,3,11,8,3,8,6,"1:gbed","melodic","ann2","length"
Een_Soudaan_had_een_dochtertje_1,NLB075273_01,NLB075273_01_01,11,15,4,9,12,4,"2:defg","melodic","ann2","length"
Een_Soudaan_had_een_dochtertje_1,NLB075273_01,NLB075273_01_02,15,21,6,13,16,4,"3:fed","melodic","ann2","length"
Een_Soudaan_had_een_dochtertje_1,NLB075273_01,NLB075273_01_03,27,28,1,23,24,2,"5:be","jump","ann2","add"
Een_Soudaan_had_een_dochtertje_1,NLB075273_01,NLB075273_01_04,33,36,3,31,34,4,"6:dbgd","melodic","ann2","length"
O_God_ik_leef_in_nood,NLB075307_03,NLB075307_03_00,0,3,3,0,1,2,"1:dg ","jump (fourth)","ann2","length"
O_God_ik_leef_in_nood,NLB075307_03,NLB075307_03_01,36,48,12,18,24,7,"2:dfisfisfis4","melodic+rhytmic","ann2","length"
O_God_ik_leef_in_nood,NLB075307_03,NLB075307_03_02,108,120,12,67,73,7,"2:dfisfisfis4","melodic+rhytmic","ann2","pr"
O_God_ik_leef_in_nood,NLB075307_03,NLB075307_03_03,52,55,3,29,31,3,"3:gfise","melodic","ann2","length"
Er_was_een_herderinnetje_1,NLB075309_02,NLB075309_02_00,55/2,30,5/2,36,38,3,"1:ad","descending interval, leap","ann1",""
Er_was_een_herderinnetje_1,NLB075309_02,NLB075309_02_01,79/2,42,5/2,51,53,3,"1:ad","descending interval, leap","ann1","pr"
Er_was_een_herderinnetje_1,NLB075309_02,NLB075309_02_02,121/2,127/2,3,75,77,3,"2:fised","melodic line and rhythmic figure","ann1",""
Er_was_een_herderinnetje_1,NLB075309_02,NLB075309_02_03,65,141/2,11/2,80,82,3,"3:bag","melodic line","ann1",""
Er_was_een_koopman_rijk_en_machtig,NLB075313_01,NLB075313_01_00,61/2,69/2,4,51,55,5,"12:abcag2","rhytmic+melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB075313_01,NLB075313_01_01,3/2,9/2,3,3,8,6,"2:gbdd","rhytmic+melodic(triat)","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB075313_01,NLB075313_01_02,7,17/2,3/2,11,13,3,"4:ded","melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB075313_01,NLB075313_01_03,17/2,19/2,1,14,16,3,"5:dc","rhytmic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB075313_01,NLB075313_01_04,14,33/2,5/2,22,26,5,"7:g-g'fis","8jump+melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB075313_01,NLB075313_01_05,37/2,21,5/2,32,33,2,"8:edd","melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB075313_01,NLB075313_01_06,47/2,55/2,4,40,44,5,"9:cdeed","rhytmic+melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB075313_01,NLB075313_01_07,28,30,2,45,48,4,"10:decb","melodic","ann2","add"
Er_was_een_herderinnetje_1,NLB075318_01,NLB075318_01_00,79/2,42,5/2,48,50,3,"1:ad","descending interval, leap","ann1",""
Er_was_een_herderinnetje_1,NLB075318_01,NLB075318_01_01,65,68,3,75,77,3,"2:fised","melodic line and rhythmic figure","ann1",""
Er_was_een_herderinnetje_1,NLB075318_01,NLB075318_01_02,139/2,75,11/2,80,82,3,"3:bag","melodic line","ann1",""
Er_reed_er_eens_een_ruiter_1,NLB075325_01,NLB075325_01_00,1,4,3,1,4,4,"1:b,a,g,fis","melodic descending","ann1",""
Er_reed_er_eens_een_ruiter_1,NLB075325_01,NLB075325_01_01,12,27/2,3/2,15,17,3,"3:ddg","ascending fourth","ann1","length"
Er_reed_er_eens_een_ruiter_1,NLB075325_01,NLB075325_01_02,14,16,2,19,22,4,"4:bbbb","rhythmic repetition of notes","ann1",""
Er_reed_er_eens_een_ruiter_1,NLB075325_01,NLB075325_01_03,19,22,3,28,31,4,"5:bdb","ascending + descending interval","ann1",""
Er_reed_er_eens_een_ruiter_1,NLB075325_02,NLB075325_02_00,1,4,3,1,4,4,"1:b,a,g,fis","melodic descending","ann1",""
Er_reed_er_eens_een_ruiter_1,NLB075325_02,NLB075325_02_01,24,51/2,3/2,32,34,3,"3:ddg","ascending fourth","ann1","length"
Er_reed_er_eens_een_ruiter_1,NLB075325_02,NLB075325_02_02,26,28,2,36,39,4,"4:bbbb","rhythmic repetition of notes","ann1",""
Er_reed_er_eens_een_ruiter_1,NLB075325_02,NLB075325_02_03,31,34,3,44,47,4,"5:bdb","ascending + descending interval","ann1","add"
Het_was_op_een_driekoningenavond_1,NLB075367_01,NLB075367_01_00,17,20,3,19,22,4,"2:eedcba","melodic","ann3","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB075379_01,NLB075379_01_00,5/2,4,3/2,5,6,2,"1:ed","melodic","ann2","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB075379_01,NLB075379_01_01,21/2,12,3/2,17,19,3,"1:ed","melodic","ann2","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB075379_01,NLB075379_01_02,85/4,22,3/4,37,38,2,"3:dg","jump (fifth)","ann2","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB075379_01,NLB075379_01_03,157/4,40,3/4,63,64,2,"3:dg","jump (fifth)","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB075431_01,NLB075431_01_00,32,34,2,45,48,4,"10:decb","melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB075431_01,NLB075431_01_01,71/2,40,9/2,51,56,6,"12:abcag2","rhytmic+melodic","ann2","add"
Er_was_een_koopman_rijk_en_machtig,NLB075431_01,NLB075431_01_02,8,19/2,3/2,9,11,3,"4:ded","melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB075431_01,NLB075431_01_03,16,20,4,21,27,7,"7:g-g'fis","8jump+melodic","ann2","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB075525_01,NLB075525_01_00,5/2,4,3/2,5,6,2,"1:ed","melodic","ann2","add"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB075525_01,NLB075525_01_01,36,37,1,61,62,2,"3:dg","jump (fifth)","ann2","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB075525_01,NLB075525_01_02,20,21,1,35,36,2,"3:dg","jump (fifth)","ann2","length"
Het_was_laatst_op_een_zomerdag,NLB075532_01,NLB075532_01_00,3,6,3,6,11,6,"1:eddedd","rhythmic, repetition","ann1",""
Het_was_laatst_op_een_zomerdag,NLB075532_01,NLB075532_01_01,15/2,12,9/2,15,19,5,"2:dedcb","melodic figure","ann1","length"
Het_was_laatst_op_een_zomerdag,NLB075532_01,NLB075532_01_02,12,18,6,20,28,9,"3:defisggaab","melodic:ascending line","ann1","length"
Daar_ging_een_heer_1,NLB075551_01,NLB075551_01_00,13/2,25/2,6,9,17,9,"1:8884.8884.","rhytmic","ann1","cons"
Daar_ging_een_heer_1,NLB075551_01,NLB075551_01_01,0,13/2,13/2,0,8,9,"1:8884.8884.","rhytmic","ann2","length"
Daar_ging_een_heer_1,NLB075551_01,NLB075551_01_02,35/2,77/4,7/4,30,31,2,"3:bag","rhytmic+melodic","ann2","length"
Daar_ging_een_heer_1,NLB075551_01,NLB075551_01_03,21,89/4,5/4,37,38,2,"4:ag","rhymic+melodic","ann2","length"
En_er_waren_eens_twee_zoeteliefjes,NLB075612_01,NLB075612_01_00,0,3/2,3/2,0,2,3,"1:dg","jump","ann3",""
En_er_waren_eens_twee_zoeteliefjes,NLB075612_01,NLB075612_01_01,8,19/2,3/2,12,14,3,"1:dg","jump","ann3",""
En_er_waren_eens_twee_zoeteliefjes,NLB075612_01,NLB075612_01_02,39/2,24,9/2,30,35,6,"2:bbcdeee","melodic","ann3","length"
En_er_waren_eens_twee_zoeteliefjes,NLB075612_01,NLB075612_01_03,28,32,4,43,45,3,"3:edb","melodic, harmonic","ann3",""
Het_was_laatst_op_een_zomerdag,NLB075616_01,NLB075616_01_00,5,13/2,3/2,9,11,3,"1:eddedd","rhythmic, repetition","ann1",""
Het_was_laatst_op_een_zomerdag,NLB075616_01,NLB075616_01_01,8,12,4,15,19,5,"2:dedcb","melodic figure","ann1","length"
Het_was_laatst_op_een_zomerdag,NLB075616_01,NLB075616_01_02,12,37/2,13/2,20,28,9,"3:defisggaab","melodic:ascending line","ann1","length"
Een_Soudaan_had_een_dochtertje_1,NLB075635_01,NLB075635_01_00,3,6,3,4,7,4,"1:gbed","melodic","ann2","length"
Een_Soudaan_had_een_dochtertje_1,NLB075635_01,NLB075635_01_01,6,17/2,5/2,8,11,4,"2:defg","melodic","ann2","length"
Een_Soudaan_had_een_dochtertje_1,NLB075635_01,NLB075635_01_02,17/2,41/4,7/4,12,14,3,"3:fed","melodic","ann2","length"
Een_Soudaan_had_een_dochtertje_1,NLB075635_01,NLB075635_01_03,12,13,1,17,18,2,"4:dg","jump","ann2","length"
Een_Soudaan_had_een_dochtertje_1,NLB075635_01,NLB075635_01_04,55/4,29/2,3/4,20,21,2,"5:be","jump","ann2","length"
Er_woonde_een_vrouwtje_al_over_het_bos,NLB075739_03,NLB075739_03_00,7/2,6,5/2,6,8,3,"1:ded","melodic","ann2","length"
Er_woonde_een_vrouwtje_al_over_het_bos,NLB075739_03,NLB075739_03_01,26,30,4,40,44,5,"3:bagcb","melodic with jump","ann2","length"
Er_woonde_een_vrouwtje_al_over_het_bos,NLB075739_03,NLB075739_03_02,61/2,36,11/2,46,52,7,"4:BcdAgaG","melodic+rhytmic","ann2","length"
Er_woonde_een_vrouwtje_al_over_het_bos,NLB075742_01,NLB075742_01_00,3,11/2,5/2,4,6,3,"1:ded","melodic","ann2","length"
Er_woonde_een_vrouwtje_al_over_het_bos,NLB075742_01,NLB075742_01_01,51/2,59/2,4,36,40,5,"3:bagcb","melodic with jump","ann2","length"
Er_woonde_een_vrouwtje_al_over_het_bos,NLB075742_01,NLB075742_01_02,42,95/2,11/2,60,66,7,"4:BcdAgaG","melodic+rhytmic","ann2","length"
Er_woonde_een_vrouwtje_al_over_het_bos,NLB075771_02,NLB075771_02_00,7/2,5,3/2,6,8,3,"1:ded","melodic","ann2","length"
Er_woonde_een_vrouwtje_al_over_het_bos,NLB075771_02,NLB075771_02_01,20,24,4,33,36,4,"2:dcba","melodic","ann2","length"
Er_woonde_een_vrouwtje_al_over_het_bos,NLB075771_02,NLB075771_02_02,38,42,4,60,64,5,"3:bagcb","melodic with jump","ann2","length"
Er_woonde_een_vrouwtje_al_over_het_bos,NLB075771_02,NLB075771_02_03,26,30,4,42,46,5,"3:bagcb","melodic with jump","ann2","length"
Er_woonde_een_vrouwtje_al_over_het_bos,NLB075771_02,NLB075771_02_04,61/2,36,11/2,48,54,7,"4:BcdAgaG","melodic+rhytmic","ann2","length"
Er_woonde_een_vrouwtje_al_over_het_bos,NLB075771_02,NLB075771_02_05,85/2,48,11/2,66,72,7,"4:BcdAgaG","melodic+rhytmic","ann2","length"
Ik_kwam_laatst_eens_in_de_stad,NLB075831_01,NLB075831_01_00,3,6,3,4,9,6,"1:eddedd","rhytmic+repeated notes","ann2",""
Ik_kwam_laatst_eens_in_de_stad,NLB075831_01,NLB075831_01_01,6,21/2,9/2,10,14,5,"2:bbddc","melodic+sequens","ann2","length"
Ik_kwam_laatst_eens_in_de_stad,NLB075831_01,NLB075831_01_02,21/2,15,9/2,15,19,5,"2:bbddc","melodic+sequens","ann2","length"
Ik_kwam_laatst_eens_in_de_stad,NLB075831_01,NLB075831_01_03,15,18,3,20,23,4,"3:gbdg","melodic","ann2","length"
Ik_kwam_laatst_eens_in_de_stad,NLB075831_01,NLB075831_01_04,21,24,3,27,33,7,"4:eeegfise","melodic+rhytmic","ann2","length"
Ik_kwam_laatst_eens_in_de_stad,NLB075831_01,NLB075831_01_05,24,27,3,34,36,3,"5:dcb","melodic","ann2","length"
Er_woonde_een_vrouwtje_al_over_het_bos,NLB075848_01,NLB075848_01_00,26,30,4,41,45,5,"3:bagcb","melodic with jump","ann2","length"
Er_woonde_een_vrouwtje_al_over_het_bos,NLB075848_01,NLB075848_01_01,38,42,4,59,63,5,"3:bagcb","melodic with jump","ann2","length"
Er_woonde_een_vrouwtje_al_over_het_bos,NLB075848_01,NLB075848_01_02,14,18,4,22,26,5,"3:bagcb","melodic with jump","ann2","length"
Er_woonde_een_vrouwtje_al_over_het_bos,NLB075848_01,NLB075848_01_03,85/2,48,11/2,65,71,7,"4:BcdAgaG","melodic+rhytmic","ann2","length"
Er_woonde_een_vrouwtje_al_over_het_bos,NLB075848_01,NLB075848_01_04,37/2,24,11/2,29,35,7,"4:BcdAgaG","melodic+rhytmic","ann2","length"
Er_woonde_een_vrouwtje_al_over_het_bos,NLB075848_01,NLB075848_01_05,61/2,36,11/2,47,53,7,"4:BcdAgaG","melodic+rhytmic","ann2","length"
Er_woonde_een_vrouwtje_al_over_het_bos,NLB075881_02,NLB075881_02_00,7/2,5,3/2,7,9,3,"1:ded","melodic","ann2","length"
Er_woonde_een_vrouwtje_al_over_het_bos,NLB075881_02,NLB075881_02_01,20,47/2,7/2,35,38,4,"2:dcba","melodic","ann2","length"
Er_woonde_een_vrouwtje_al_over_het_bos,NLB075881_02,NLB075881_02_02,26,59/2,7/2,44,49,6,"3:bagcb","melodic with jump","ann2","length"
Er_woonde_een_vrouwtje_al_over_het_bos,NLB075881_02,NLB075881_02_03,61/2,36,11/2,52,58,7,"4:BcdAgaG","melodic+rhytmic","ann2","length"
Femmes_voulez_vous_eprouver,NLB075906_01,NLB075906_01_00,13,16,3,18,19,2,"1:bag","melodic","ann1",""
Femmes_voulez_vous_eprouver,NLB075906_01,NLB075906_01_01,27,31,4,35,37,3,"3:gacb","melodic","ann1",""
Femmes_voulez_vous_eprouver,NLB075906_01,NLB075906_01_02,35,38,3,45,47,3,"4:bag","melodic","ann1",""
Er_woonde_een_vrouwtje_al_over_het_bos,NLB076076_01,NLB076076_01_00,7/2,6,5/2,5,7,3,"1:ded","melodic","ann2","length"
Er_woonde_een_vrouwtje_al_over_het_bos,NLB076076_01,NLB076076_01_01,20,24,4,32,35,4,"2:dcba","melodic","ann2","length"
Er_woonde_een_vrouwtje_al_over_het_bos,NLB076076_01,NLB076076_01_02,26,30,4,39,43,5,"3:bagcb","melodic with jump","ann2","length"
Er_woonde_een_vrouwtje_al_over_het_bos,NLB076076_01,NLB076076_01_03,61/2,36,11/2,45,51,7,"4:BcdAgaG","melodic+rhytmic","ann2","length"
Femmes_voulez_vous_eprouver,NLB076118_01,NLB076118_01_00,12,15,3,18,20,3,"1:bag","melodic","ann1",""
Femmes_voulez_vous_eprouver,NLB076118_01,NLB076118_01_01,19,23,4,26,28,3,"2:fis","highest note in line","ann1","start|length"
Femmes_voulez_vous_eprouver,NLB076118_01,NLB076118_01_02,35,38,3,46,48,3,"4:bag","melodic","ann1",""
Lieve_schipper_vaar_me_over_1,NLB076128_01,NLB076128_01_00,0,5/2,5/2,0,2,3,"1:gbd","ascending triad, also rhythmic","ann1","length"
Lieve_schipper_vaar_me_over_1,NLB076128_01,NLB076128_01_01,5/2,6,7/2,3,7,5,"2:edccb","descending melodic figure","ann1","length"
Lieve_schipper_vaar_me_over_1,NLB076128_01,NLB076128_01_02,19/2,12,5/2,13,14,2,"3:da","descending interval","ann1","length"
Lieve_schipper_vaar_me_over_1,NLB076128_01,NLB076128_01_03,12,18,6,15,24,10,"5:abcdefisgg","ascending line, melodic","ann1","cons"
Lieve_schipper_vaar_me_over_1,NLB076128_01,NLB076128_01_04,24,30,6,33,42,10,"5:abcdefisgg","ascending line, melodic","ann1","pr"
Vaarwel_bruidje_schoon,NLB076130_07,NLB076130_07_00,3,6,3,4,7,4,"1:defisg","melodic line","ann1",""
Vaarwel_bruidje_schoon,NLB076130_07,NLB076130_07_01,15,18,3,20,23,4,"1:defisg","melodic line","ann1","pr"
Vaarwel_bruidje_schoon,NLB076130_07,NLB076130_07_02,10,12,2,13,15,3,"2:ba","descending interval","ann1","length"
Vaarwel_bruidje_schoon,NLB076130_07,NLB076130_07_03,22,24,2,29,31,3,"2:ba","descending interval","ann1","pr"
Vaarwel_bruidje_schoon,NLB076130_07,NLB076130_07_04,24,32,8,32,37,6,"3:deedee","rhythmic, repeating note","ann1","length"
Daar_was_laatstmaal_een_ruiter_2,NLB076211_01,NLB076211_01_00,0,3/2,3/2,0,1,2,"1:dg","interval up","ann1","length"
Daar_was_laatstmaal_een_ruiter_2,NLB076211_01,NLB076211_01_01,9/2,17/2,4,7,8,2,"2:gd","interval down","ann1","length"
Daar_was_laatstmaal_een_ruiter_2,NLB076211_01,NLB076211_01_02,25/2,16,7/2,15,16,2,"2:gd","interval down","ann1","pr"
Daar_was_laatstmaal_een_ruiter_2,NLB076211_01,NLB076211_01_03,33/2,37/2,2,18,21,4,"3:bbbb","repeating notes","ann1",""
Daar_was_laatstmaal_een_ruiter_2,NLB076211_01,NLB076211_01_04,41/2,24,7/2,24,28,5,"4:ddcba","melodic","ann1","length"
Er_woonde_een_vrouwtje_al_over_het_bos,NLB076258_01,NLB076258_01_00,3,11/2,5/2,5,7,3,"1:ded","melodic","ann2","length"
Er_woonde_een_vrouwtje_al_over_het_bos,NLB076258_01,NLB076258_01_01,51/2,59/2,4,43,47,5,"3:bagcb","melodic with jump","ann2","length"
