@relation groupsamp
@attribute class {'X1','X10','X2','X3','X4','X5','X6','X7','X8','X9'}
@attribute Prevalence_of_Most_Common_Pitch numeric
@attribute Prevalence_of_Most_Common_Pitch_Class numeric
@attribute Relative_Prevalence_of_Top_Pitches numeric
@attribute Relative_Prevalence_of_Top_Pitch_Classes numeric
@attribute Interval_Between_Most_Prevalent_Pitches numeric
@attribute Interval_Between_Most_Prevalent_Pitch_Classes numeric
@attribute Number_of_Common_Pitches numeric
@attribute Pitch_Variety numeric
@attribute Pitch_Class_Variety numeric
@attribute Range numeric
@attribute Most_Common_Pitch numeric
@attribute Mean_Pitch numeric
@attribute Importance_of_Middle_Register numeric
@attribute Importance_of_High_Register numeric
@attribute Most_Common_Pitch_Class numeric
@attribute Dominant_Spread numeric
@attribute Strong_Tonal_Centres numeric
@attribute Most_Common_Melodic_Interval numeric
@attribute Mean_Melodic_Interval numeric
@attribute Number_of_Common_Melodic_Intervals numeric
@attribute Distance_Between_Most_Prevalent_Melodic_Intervals numeric
@attribute Prevalence_of_Most_Common_Melodic_Interval numeric
@attribute Relative_Prevalence_of_Most_Common_Melodic_Intervals numeric
@attribute Amount_of_Arpeggiation numeric
@attribute Repeated_Notes numeric
@attribute Chromatic_Motion numeric
@attribute Stepwise_Motion numeric
@attribute Melodic_Thirds numeric
@attribute Melodic_Perfect_Fourths numeric
@attribute Melodic_Tritones numeric
@attribute Melodic_Perfect_Fifths numeric
@attribute Melodic_Sixths numeric
@attribute Melodic_Sevenths numeric
@attribute Melodic_Octaves numeric
@attribute Melodic_Large_Intervals numeric
@attribute Minor_Major_Melodic_Third_Ratio numeric
@attribute Melodic_Embellishments numeric
@attribute Direction_of_Melodic_Motion numeric
@attribute Average_Length_of_Melodic_Arcs numeric
@attribute Average_Interval_Spanned_by_Melodic_Arcs numeric
@attribute Melodic_Pitch_Variety numeric
@attribute Strongest_Rhythmic_Pulse numeric
@attribute Second_Strongest_Rhythmic_Pulse numeric
@attribute Harmonicity_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Strength_of_Strongest_Rhythmic_Pulse numeric
@attribute Strength_of_Second_Strongest_Rhythmic_Pulse numeric
@attribute Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Combined_Strength_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Number_of_Strong_Rhythmic_Pulses numeric
@attribute Number_of_Moderate_Rhythmic_Pulses numeric
@attribute Number_of_Relatively_Strong_Rhythmic_Pulses numeric
@attribute Polyrhythms numeric
@attribute Rhythmic_Variability numeric
@attribute Note_Density numeric
@attribute Note_Density_Variability numeric
@attribute Average_Note_Duration numeric
@attribute Variability_of_Note_Durations numeric
@attribute Maximum_Note_Duration numeric
@attribute Minimum_Note_Duration numeric
@attribute Amount_of_Staccato numeric
@attribute Average_Time_Between_Attacks numeric
@attribute Variability_of_Time_Between_Attacks numeric
@attribute Complete_Rests numeric
@attribute Longest_Complete_Rest numeric
@attribute Duration numeric
@data
'X8',0.3333,0.3333,1,1,7,4,3,3,3,11,67,73,0.3333,0.6667,2,2,1,4,5.5,2,3,0.5,1,1,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,80,60,1.333,0.513,0.487,1.054,1,2,2,2,0.5,0.05557,1.5,0,0.4167,0.2887,0.75,0.25,0,0.4995,0.3536,0.4444,1.75,2.25
'X8',0.3333,0.3333,1,1,2,2,4,4,4,5,72,73,0.5,0.5,0,2,2,2,1.6,2,1,0.6,0.6667,0,0,0.4,1,0,0,0,0,0,0,0,0,0,0,0.6,5,3,3,120,80,1.5,0.3932,0.2975,1.322,0.6907,4,4,3,0.6667,0.04251,3,0,0.2917,0.1021,0.5,0.25,0,0.2495,0,0.3636,2.25,2.75
'X8',0.6,0.6,0.3333,0.3333,5,5,3,3,3,7,62,64,1,0,2,3,1,0,3,3,5,0.5,0.5,0.75,0.5,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0.5,2,7,1,40,120,3,0.3399,0.3387,1.003,0.6786,4,4,4,0.5,0.04151,1.667,0,0.5,0.3062,1,0.25,0,0.4995,0.3536,0.2857,3,3.5
'X8',0.4286,0.4286,1,1,2,2,3,3,3,3,72,72,0.5714,0.4286,0,1,3,0,1,3,1,0.3333,1,0.3333,0.3333,0.3333,0.6667,0,0,0,0,0,0,0,0,0,0,0.5,2,2.5,2,120,80,1.5,0.2749,0.2706,1.016,0.5455,5,5,5,0.6,0.03664,2.333,0,0.2857,0.09449,0.5,0.25,0,0.2912,0.1021,0.3333,2.5,3
'X9',0.4,0.4,0.5,0.5,4,1,4,4,4,11,63,67,0.8,0.2,3,2,1,0,5.25,4,3,0.25,1,1,0.25,0,0,0.25,0,0,0.25,0,0.25,0,0,0,0,0.6667,1.5,9,1,120,160,1.333,0.3333,0.3333,1,0.6667,4,4,4,0.25,0.0412,2.5,0,0.225,0.1046,0.375,0.125,0,0.2183,0.1197,0.4706,1.625,2.125
'X9',0.4,0.4,0.5,0.5,1,11,4,4,4,7,71,73,0.6,0.4,11,2,3,1,3.5,4,1,0.25,1,0.5,0,0.25,0.5,0.25,0,0,0.25,0,0,0,0,0,0,0.75,4,7,4,48,60,1.25,0.2857,0.2857,1,0.5714,5,5,5,0.2,0.03694,1.667,0,0.45,0.2739,0.75,0.25,0,0.3745,0.25,0.3077,2.75,3.25
'X9',1,1,0,0,76,4,1,1,1,0,76,76,0,1,4,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,0,120,1,0,0,1,1,1,1,1,0.07881,1.5,0,0.4167,0.2887,0.75,0.25,0,0.2495,0,0.4444,1.75,2.25
'X9',0.2222,0.4444,1,0.5,7,7,5,5,4,12,62,69,0.7778,0.2222,2,2,3,2,4.625,5,3,0.375,0.6667,0.25,0.125,0,0.375,0,0.25,0,0,0.125,0,0.125,0,0,0,0.4286,1.167,5.833,4,120,80,1.5,0.25,0.2083,1.2,0.4583,4,9,5,0.6,0.03132,3,0,0.2639,0.09772,0.5,0.125,0,0.2651,0.1043,0.2963,2.875,3.375
'X9',0.6667,0.6667,0.5,0.5,5,7,2,2,2,5,72,70,1,0,0,2,1,5,5,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0.4167,0.2887,0.75,0.25,0,0.2495,0,0.6667,0.9995,1.5
'X9',0.5,0.5,0.5,0.5,9,9,3,3,3,9,71,67,1,0,11,2,1,0,3,3,4,0.3333,1,0.6667,0.3333,0,0,0.3333,0.3333,0,0,0,0,0,0,0,0,0,0,0,1,120,60,2,0.5,0.25,2,0.75,3,3,3,0.6667,0.04801,2,0,0.375,0.1443,0.5,0.25,0,0.3328,0.1443,0.4,2,2.5
'X9',0.3333,0.3333,1,1,3,7,3,3,3,5,67,69,1,0,0,2,1,2,2.5,2,1,0.5,1,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0.1667,0.07217,0.25,0.125,0,0.1245,0,0.6667,0.9995,1.5
'X9',0.25,0.25,1,1,5,2,4,4,4,10,69,74,0.25,0.75,2,4,0,3,5,3,2,0.3333,1,0.6667,0,0,0,0.3333,0.3333,0,0.3333,0,0,0,0,0,0,0.6667,3,5,0,48,60,1.25,0.25,0.25,1,0.5,4,4,4,0.25,0.03903,2,0,0.375,0.25,0.75,0.25,0,0.4162,0.2887,0.4,2,2.5
'X9',0.3333,0.3333,1,1,5,2,3,3,3,7,69,73,0.3333,0.6667,2,3,0,2,4.5,2,5,0.5,1,0.5,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,2,7,0,120,60,2,0.6667,0.3333,2,1,2,2,2,1,0.0586,1.5,0,0.5,0,0.5,0.5,0,0.4995,0,0.4,2,2.5
'X9',0.5,0.5,0.25,0.5,9,9,5,5,4,12,69,66,1,0,9,3,2,5,5.857,6,5,0.2857,0.5,0.5714,0.1429,0,0,0.1429,0.2857,0,0.1429,0.1429,0,0.1429,0,0,0,0.5,1.5,9,2,120,60,2,0.2632,0.2105,1.25,0.4737,5,5,5,0.6,0.03549,2.667,0,0.2812,0.08839,0.5,0.25,0,0.2852,0.09449,0.3077,2.75,3.25
'X9',0.5,0.5,1,1,5,7,2,2,2,5,67,69,1,0,0,2,0,0,1.667,2,5,0.6667,0.5,0.6667,0.6667,0,0,0,0.3333,0,0,0,0,0,0,0,0,1,0,0,1,80,120,1.5,0.4,0.4,1,0.8,3,3,3,0.3333,0.04702,2,0,0.375,0.1443,0.5,0.25,0,0.4162,0.1443,0.4,2,2.5
'X9',0.25,0.25,1,1,5,2,4,4,4,10,62,67,1,0,0,4,0,2,6.333,3,5,0.3333,1,0.6667,0,0,0.3333,0,0,0,0.3333,0,0.3333,0,0,0,0,0.3333,1.5,8.5,0,120,80,1.5,0.6667,0.3333,2,1,2,2,2,0.5,0.0586,2,0,0.25,0,0.25,0.25,0,0.2495,0,0.5,1.5,2
'X9',0.4,0.4,1,1,2,2,3,3,3,4,69,69,1,0,9,1,3,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,4,4,3,40,44,1.1,0.1667,0.1667,1,0.3333,6,6,6,0.5,0.03167,1.667,0,0.475,0.3354,1,0.125,0,0.4683,0.387,0.2963,2.875,3.375
'X9',0.4286,0.4286,0.6667,0.6667,9,9,3,3,3,9,83,79,0,1,11,2,1,4,6.5,2,5,0.5,1,0.5,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0.5,1.2,6,3,48,60,1.25,0.2308,0.2308,1,0.4615,3,8,8,0.125,0.03098,2.333,0,0.4107,0.2362,0.75,0.25,0,0.437,0.2469,0.2581,3.375,3.875
'X9',0.4,0.4,0.5,0.5,2,7,4,4,4,7,69,70,0.8,0.2,9,3,2,2,3.25,2,5,0.75,0.3333,0.25,0,0,0.75,0,0,0,0.25,0,0,0,0,0,0,0.5,2,3,2,120,60,2,0.375,0.25,1.5,0.625,5,5,5,0.6,0.03903,2.5,0,0.35,0.1369,0.5,0.25,0,0.3745,0.1443,0.3636,2.25,2.75
'X9',0.3333,0.3333,0.6667,0.6667,5,3,5,5,4,12,76,75,0.3333,0.6667,4,3,2,2,4.375,5,1,0.25,1,0.375,0,0,0.25,0.25,0.25,0,0.125,0.125,0,0,0,0,0,0.75,2.667,8.333,3,80,120,1.5,0.2381,0.2381,1,0.4762,5,5,5,0.4,0.03537,2.25,0,0.4167,0.3307,1.25,0.25,0,0.4058,0.352,0.2105,4.25,4.75
'X9',0.4444,0.4444,0.5,0.5,2,11,4,4,4,10,71,69,1,0,11,2,3,0,2.625,5,2,0.375,0.6667,0.5,0.375,0.125,0.375,0,0,0,0.125,0.125,0,0,0,0,0,0.8,2.5,5.5,2,48,60,1.25,0.15,0.15,1,0.3,6,10,10,0.2,0.02667,2.25,0,0.3889,0.2375,0.75,0.125,0,0.3901,0.2539,0.2222,4,4.5
'X9',0.4,0.4,1,1,3,9,3,3,3,5,71,71,0.6,0.4,2,2,2,3,3.25,3,1,0.5,0.5,0.5,0,0,0.25,0.5,0.25,0,0,0,0,0,0,0,0,0.5,2,5,2.5,120,54,2.222,0.2857,0.1429,2,0.4286,6,6,6,0.1667,0.0333,2.5,0,0.275,0.0559,0.375,0.25,0,0.2808,0.0625,0.4211,1.875,2.375
'X9',0.3333,0.3333,1,1,3,4,3,3,3,7,69,72,0.6667,0.3333,0,2,1,3,5,2,4,0.5,1,1,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0.5,2,3,0,80,120,1.5,0.5,0.5,1,1,2,2,2,0.5,0.05555,1.5,0,0.4167,0.1443,0.5,0.25,0,0.3745,0.1768,0.4444,1.75,2.25
'X9',0.6667,0.6667,0.5,0.5,1,11,2,2,2,1,72,71,1,0,0,1,2,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.5,2,1,2,80,120,1.5,0.5,0.5,1,1,2,2,2,0.5,0.05555,1.5,0,0.3333,0.1443,0.5,0.25,0,0.3745,0.1768,0.5,1.5,2
'X9',0.3333,0.3333,1,1,4,4,3,3,3,5,62,65,1,0,2,2,1,4,4.5,2,1,0.5,1,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,2,4,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.5714,1.25,1.75
'X9',0.5,0.5,0.3333,0.3333,7,2,4,4,4,9,74,72,0.3333,0.6667,2,4,1,2,3.6,3,5,0.4,1,0.6,0.2,0,0.4,0,0,0,0.4,0,0,0,0,0,0,0.5,2,8,2.5,60,48,1.25,0.3333,0.2222,1.5,0.5556,5,5,5,0.4,0.03778,1.5,0,0.625,0.3062,1,0.25,0,0.6495,0.3354,0.2105,4.25,4.75
'X9',0.6,0.6,0.3333,0.3333,2,2,3,3,3,4,67,68,1,0,7,1,3,4,2.5,3,4,0.5,0.5,0.75,0.25,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0.3333,1.5,3,1.5,120,40,3,0.3333,0.1667,2,0.5,5,5,5,0.6,0.03674,1.25,0,0.65,0.3354,1,0.25,0,0.562,0.3146,0.2353,3.75,4.25
'X9',0.6667,0.6667,0.5,0.5,5,5,2,2,2,5,74,75,0,1,2,2,1,0,2.5,2,5,0.5,1,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0,1,60,0,60,1,0,0,1,1,1,1,1,0.07881,1,0,0.8333,0.2887,1,0.5,0,0.9995,0,0.2857,3,3.5
'X9',0.3333,0.3333,1,1,3,2,3,3,3,5,71,73,0.3333,0.6667,2,2,1,2,3.5,2,3,0.5,1,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0.5,2,5,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1.5,0,0.3333,0.1443,0.5,0.25,0,0.2495,0,0.5,1.5,2
'X9',0.6667,0.6667,0.5,0.5,1,11,2,2,2,1,72,71,1,0,0,1,2,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.5,2,1,2,69,120,1.739,0.3333,0.3333,1,0.6667,3,3,3,0.3333,0.04522,1.5,0,0.4583,0.07217,0.5,0.375,0,0.437,0.08839,0.4211,1.875,2.375
'X9',0.5,0.5,0.5,0.5,5,5,3,3,3,5,67,65,1,0,7,2,2,1,2.333,2,4,0.6667,0.5,0,0,0.6667,0.6667,0,0.3333,0,0,0,0,0,0,0,0,0.3333,1.5,1,2,120,80,1.5,0.6667,0.3333,2,1,2,2,2,0.5,0.0586,2,0,0.25,0,0.25,0.25,0,0.2495,0,0.5,1.5,2
'X9',0.3333,0.3333,0.5,1,14,2,5,5,4,14,76,70,0.5,0.5,2,3,2,2,4.8,5,1,0.2,1,0.6,0,0,0.2,0.4,0.2,0,0,0,0.2,0,0,1,0,0.8,2.5,9.5,3,80,120,1.5,0.3333,0.25,1.333,0.5833,4,5,4,0.5,0.03791,2,0,0.4167,0.1291,0.5,0.25,0,0.3995,0.1369,0.2857,3,3.5
'X9',0.3333,0.3333,0.6667,0.6667,5,4,6,6,5,12,72,70,0.8889,0.1111,0,3,2,0,2.875,6,3,0.25,1,0.75,0.25,0.125,0.125,0.375,0.125,0,0.125,0,0,0,0,2,0.1111,0.6667,3,5.5,2.333,80,40,2,0.2778,0.2222,1.25,0.5,5,5,5,0.4,0.03621,1.8,1.591,0.4722,0.232,0.75,0.25,0,0.4995,0.2315,0.1905,4.75,5.25
'X9',0.6667,0.6667,0.5,0.5,4,4,2,2,2,4,62,63,1,0,2,1,2,0,2,2,4,0.5,1,1,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,1,120,60,2,0.6667,0.3333,2,1,2,2,2,1,0.0586,1.5,0,0.4167,0.1443,0.5,0.25,0,0.4995,0,0.4444,1.75,2.25
'X9',0.6667,0.6667,0.5,0.5,7,5,2,2,2,7,69,71,0.6667,0.3333,9,2,1,7,7,1,7,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,2,7,2,120,0,120,1,0,0,1,1,1,1,1,0.07881,1.5,0,0.3333,0.1443,0.5,0.25,0,0.2495,0,0.5,1.5,2
'X9',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,69,68,1,0,9,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40,60,1.5,0.3333,0.3333,1,0.6667,3,3,3,0.6667,0.04522,1.5,0,0.5833,0.3819,1,0.25,0,0.7495,0.3536,0.3636,2.25,2.75
'X9',0.6,0.6,0.3333,0.3333,3,9,3,3,3,7,69,71,0.8,0.2,9,2,2,0,1.75,3,3,0.5,0.5,1,0.5,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,1,120,60,2,0.375,0.25,1.5,0.625,5,5,5,0.6,0.03903,1.667,0,0.4,0.1369,0.5,0.25,0,0.3745,0.1443,0.3333,2.5,3
'X9',0.4286,0.4286,0.6667,0.6667,5,7,4,4,4,9,74,72,0.4286,0.5714,2,2,3,2,2.833,4,2,0.3333,1,0.5,0.1667,0,0.3333,0.3333,0.1667,0,0,0,0,0,0,0,0,0.4,1.667,4,1.667,120,60,2,0.3333,0.2,1.667,0.5333,5,5,5,0.6,0.03712,1.75,0,0.4286,0.2782,1,0.25,0,0.3328,0.1291,0.25,3.5,4
'X9',0.25,0.25,1,1,5,4,4,4,4,8,64,69,1,0,0,3,1,3,6,3,4,0.3333,1,0.6667,0,0,0,0.3333,0,0,0.3333,0.3333,0,0,0,0,0,0.6667,1.5,5.5,0,80,40,2,0.4,0.2,2,0.6,4,4,4,0.5,0.04137,2,0,0.4375,0.2394,0.75,0.25,0,0.4995,0.25,0.3636,2.25,2.75
'X9',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,74,74,0,1,2,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,2,2,2,80,120,1.5,0.5,0.5,1,1,2,2,2,0.5,0.05555,1.5,0,0.3333,0.1443,0.5,0.25,0,0.3745,0.1768,0.5,1.5,2
'X9',0.4,0.4,0.5,0.5,4,7,4,4,4,7,67,70,0.8,0.2,7,3,2,0,2.25,4,2,0.25,1,0.75,0.25,0,0.25,0.5,0,0,0,0,0,0,0,1,0,0.3333,3,2,1,48,40,1.2,0.3333,0.1667,2,0.5,5,5,5,0.2,0.03674,1.25,0,0.75,0.5,1.25,0.25,0,0.6245,0.4787,0.2105,4.25,4.75
'X9',0.25,0.25,1,1,2,2,4,4,4,7,67,70,0.75,0.25,0,4,0,5,5.667,2,2,0.6667,0.5,0.3333,0,0,0,0,0.6667,0,0.3333,0,0,0,0,0,0,0.6667,1.5,6,0,40,48,1.2,0.3333,0.3333,1,0.6667,3,3,3,0.6667,0.04522,1.333,0,0.625,0.4787,1.25,0.25,0,0.5828,0.5774,0.2857,3,3.5
'X9',0.4,0.4,0.5,0.5,2,9,4,4,4,7,71,72,0.6,0.4,11,4,1,5,3,3,5,0.5,0.5,0.25,0.25,0,0.25,0,0.5,0,0,0,0,0,0,0,0,0.3333,3,5,1,120,80,1.5,0.4286,0.2857,1.5,0.7143,4,4,4,0.5,0.04329,2.5,0,0.3,0.1118,0.5,0.25,0,0.312,0.125,0.4,2,2.5
'X9',0.6,0.6,0.6667,0.6667,2,2,2,2,2,2,69,69,1,0,9,1,2,2,1.5,2,2,0.75,0.3333,0.25,0.25,0,0.75,0,0,0,0,0,0,0,0,0,0,0.6667,1.5,2,2,120,48,2.5,0.375,0.25,1.5,0.625,4,4,4,0.5,0.04146,1.667,0,0.45,0.1118,0.5,0.25,0,0.437,0.125,0.3077,2.75,3.25
'X9',0.4,0.4,0.5,0.5,7,5,4,4,4,7,74,71,0.6,0.4,2,3,2,0,3,4,2,0.25,1,0.75,0.25,0,0.25,0.25,0,0,0.25,0,0,0,0,0,0,0.6667,1.5,5,1,120,60,2,0.375,0.25,1.5,0.625,5,5,5,0.6,0.03903,2.5,0,0.35,0.1369,0.5,0.25,0,0.3745,0.1443,0.3636,2.25,2.75
'X9',0.5,0.5,1,1,2,2,2,2,2,2,65,66,1,0,5,1,2,0,0.6667,2,2,0.6667,0.5,0.6667,0.6667,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,120,1.5,0.4,0.4,1,0.8,3,3,3,0.3333,0.04702,2,0,0.4375,0.125,0.5,0.25,0,0.4162,0.1443,0.3636,2.25,2.75
'X9',0.75,0.75,0.3333,0.3333,4,4,2,2,2,4,71,70,1,0,11,1,2,4,2.667,2,4,0.6667,0.5,1,0.3333,0,0,0.6667,0,0,0,0,0,0,0,0,0,0.5,2,4,1.5,60,120,2,0.4,0.4,1,0.8,3,3,3,0.6667,0.04702,1.333,0,0.5625,0.3146,1,0.25,0,0.6662,0.2887,0.3077,2.75,3.25
'X9',0.6667,0.6667,0.5,0.5,3,3,2,2,2,3,64,65,1,0,4,1,2,0,1.5,2,3,0.5,1,1,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,1,80,120,1.5,0.5,0.5,1,1,2,2,2,0.5,0.05555,1.5,0,0.4167,0.1443,0.5,0.25,0,0.3745,0.1768,0.4444,1.75,2.25
'X9',0.3333,0.3333,1,1,2,2,3,3,3,3,64,65,1,0,4,1,3,2,2.5,2,1,0.5,1,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,2,3,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.5714,1.25,1.75
'X9',0.6,0.6,0.3333,0.3333,2,2,3,3,3,3,67,68,1,0,7,1,3,3,2,3,3,0.5,0.5,0.75,0.25,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0.6667,1.5,3,1.5,96,160,1.667,0.2222,0.2222,1,0.4444,7,7,7,0.1429,0.03105,2.5,0,0.35,0.1046,0.5,0.25,0,0.3745,0.1021,0.3636,2.25,2.75
'X9',0.75,0.75,0.3333,0.3333,2,2,2,2,2,2,74,74,0,1,2,1,2,2,1.333,2,2,0.6667,0.5,0.3333,0.3333,0,0.6667,0,0,0,0,0,0,0,0,0,0,0.5,2,2,1.5,120,60,2,0.5,0.3333,1.5,0.8333,3,3,3,1,0.04891,1.333,0,0.5,0,0.5,0.5,0,0.4995,0,0.3333,2.5,3
'X9',0.3333,0.3333,1,1,4,4,3,3,3,7,62,65,1,0,2,2,1,3,5,2,4,0.5,1,1,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0.5,2,3,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1.5,0,0.3333,0.1443,0.5,0.25,0,0.2495,0,0.5,1.5,2
'X9',0.3333,0.3333,1,1,5,4,3,3,3,9,67,71,0.6667,0.3333,0,2,1,4,6.5,2,5,0.5,1,0.5,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0.5,2,4,0,96,120,1.25,0.5,0.5,1,1,2,2,2,0.5,0.05555,3,0,0.25,0.2165,0.5,0.125,0,0.312,0.2652,0.5714,1.25,1.75
'X9',0.3333,0.3333,1,1,1,1,3,3,3,3,67,68,1,0,7,1,3,1,1.5,2,1,0.5,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,120,1.5,0.5,0.5,1,1,2,2,2,0.5,0.05555,1.5,0,0.4167,0.1443,0.5,0.25,0,0.3745,0.1768,0.4444,1.75,2.25
'X9',0.25,0.5,1,0.5,2,2,4,4,3,12,60,64,1,0,0,1,3,2,4.667,3,2,0.3333,1,0.3333,0,0,0.3333,0.3333,0,0,0,0.3333,0,0,0,0,0,0.3333,3,12,0,120,80,1.5,0.6667,0.3333,2,1,2,2,2,0.5,0.0586,2,0,0.25,0,0.25,0.25,0,0.2495,0,0.5,1.5,2
'X9',0.3333,0.3333,1,1,5,5,3,3,3,9,62,66,1,0,2,2,1,4,4.5,2,1,0.5,1,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,80,120,1.5,0.5,0.5,1,1,2,2,2,0.5,0.05555,1.5,0,0.3333,0.1443,0.5,0.25,0,0.3745,0.1768,0.5,1.5,2
'X9',0.4286,0.4286,0.3333,0.3333,5,2,5,5,5,10,76,76,0.1429,0.8571,4,5,1,5,3.833,3,2,0.5,0.6667,0.3333,0,0,0.1667,0.3333,0.5,0,0,0,0,0,0,0,0,0.3333,2,6,2.5,60,48,1.25,0.2857,0.2143,1.333,0.5,4,5,4,0.5,0.03694,2.333,0,0.3571,0.1967,0.75,0.25,0,0.3745,0.2092,0.2857,3,3.5
'X9',0.4,0.4,1,1,1,11,3,3,3,3,71,72,0.8,0.2,0,1,3,3,1.75,3,3,0.5,0.5,0.75,0.25,0.25,0.25,0.5,0,0,0,0,0,0,0,0,0,0.6667,1.5,3,1.5,120,80,1.5,0.4286,0.2857,1.5,0.7143,4,4,4,0.5,0.04329,2.5,0,0.325,0.1118,0.5,0.25,0,0.312,0.125,0.381,2.125,2.625
'X9',0.5,0.5,0.5,0.5,5,2,3,3,3,7,76,75,0.25,0.75,4,3,1,0,2.333,3,2,0.3333,1,0.3333,0.3333,0,0.3333,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,1,120,48,2.5,0.4,0.2,2,0.6,4,4,4,0.5,0.04137,2,0,0.375,0.1443,0.5,0.25,0,0.4162,0.1443,0.4,2,2.5
'X9',0.3333,0.3333,1,1,4,3,3,3,3,9,67,71,0.6667,0.3333,4,2,1,4,4.5,2,1,0.5,1,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.5714,1.25,1.75
'X9',0.4286,0.4286,0.6667,0.6667,5,5,4,4,4,7,76,77,0,1,4,4,1,3,3.833,4,2,0.3333,1,0.6667,0.1667,0,0,0.3333,0.3333,0,0.1667,0,0,0,0,0,0.1429,0.4,1.25,4,2.667,60,80,1.333,0.2143,0.2143,1,0.4286,3,8,8,0.25,0.03133,2.333,0,0.3393,0.1567,0.5,0.125,0,0.312,0.1531,0.2963,2.875,3.375
'X9',0.5,0.5,0.5,0.5,2,2,3,3,3,4,69,69,1,0,9,1,3,2,1.333,2,2,0.6667,0.5,0.3333,0.3333,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,48,2.5,0.4,0.2,2,0.6,4,4,4,0.5,0.04137,2,0,0.4375,0.125,0.5,0.25,0,0.4162,0.1443,0.3636,2.25,2.75
'X9',0.5,0.5,1,1,4,4,2,2,2,4,67,69,1,0,7,1,2,4,2.667,2,4,0.6667,0.5,1,0.3333,0,0,0.6667,0,0,0,0,0,0,0,0,0,0.5,2,4,2,120,48,2.5,0.5,0.25,2,0.75,3,3,3,0.6667,0.04801,1,0,0.875,0.433,1.25,0.5,0,0.7495,0.433,0.2222,4,4.5
'X9',0.2,0.2,1,1,1,6,5,5,5,6,66,69,1,0,0,2,1,2,4.25,4,2,0.25,1,0.25,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0.5,1.333,3.667,0,80,120,1.5,0.375,0.25,1.5,0.625,5,5,5,0.4,0.03903,2.5,0,0.35,0.1369,0.5,0.25,0,0.3745,0.1443,0.3636,2.25,2.75
'X9',0.5,0.5,0.5,0.5,3,9,3,3,3,7,71,73,0.5,0.5,11,2,2,0,3.667,3,4,0.3333,1,1,0.3333,0,0,0.3333,0,0,0.3333,0,0,0,0,0,0,0.5,2,7,1,120,60,2,0.5,0.3333,1.5,0.8333,3,3,3,1,0.04891,1.333,0,0.5,0,0.5,0.5,0,0.4995,0,0.3333,2.5,3
