@relation group355
@attribute class {'X1','X2','X3','X4','X5','X6','X7'}
@attribute Prevalence_of_Most_Common_Pitch numeric
@attribute Prevalence_of_Most_Common_Pitch_Class numeric
@attribute Relative_Prevalence_of_Top_Pitches numeric
@attribute Relative_Prevalence_of_Top_Pitch_Classes numeric
@attribute Interval_Between_Most_Prevalent_Pitches numeric
@attribute Interval_Between_Most_Prevalent_Pitch_Classes numeric
@attribute Number_of_Common_Pitches numeric
@attribute Pitch_Variety numeric
@attribute Pitch_Class_Variety numeric
@attribute Range numeric
@attribute Most_Common_Pitch numeric
@attribute Mean_Pitch numeric
@attribute Importance_of_Middle_Register numeric
@attribute Importance_of_High_Register numeric
@attribute Most_Common_Pitch_Class numeric
@attribute Dominant_Spread numeric
@attribute Strong_Tonal_Centres numeric
@attribute Most_Common_Melodic_Interval numeric
@attribute Mean_Melodic_Interval numeric
@attribute Number_of_Common_Melodic_Intervals numeric
@attribute Distance_Between_Most_Prevalent_Melodic_Intervals numeric
@attribute Prevalence_of_Most_Common_Melodic_Interval numeric
@attribute Relative_Prevalence_of_Most_Common_Melodic_Intervals numeric
@attribute Amount_of_Arpeggiation numeric
@attribute Repeated_Notes numeric
@attribute Chromatic_Motion numeric
@attribute Stepwise_Motion numeric
@attribute Melodic_Thirds numeric
@attribute Melodic_Perfect_Fourths numeric
@attribute Melodic_Tritones numeric
@attribute Melodic_Perfect_Fifths numeric
@attribute Melodic_Sixths numeric
@attribute Melodic_Sevenths numeric
@attribute Melodic_Octaves numeric
@attribute Melodic_Large_Intervals numeric
@attribute Minor_Major_Melodic_Third_Ratio numeric
@attribute Melodic_Embellishments numeric
@attribute Direction_of_Melodic_Motion numeric
@attribute Average_Length_of_Melodic_Arcs numeric
@attribute Average_Interval_Spanned_by_Melodic_Arcs numeric
@attribute Melodic_Pitch_Variety numeric
@attribute Strongest_Rhythmic_Pulse numeric
@attribute Second_Strongest_Rhythmic_Pulse numeric
@attribute Harmonicity_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Strength_of_Strongest_Rhythmic_Pulse numeric
@attribute Strength_of_Second_Strongest_Rhythmic_Pulse numeric
@attribute Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Combined_Strength_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Number_of_Strong_Rhythmic_Pulses numeric
@attribute Number_of_Moderate_Rhythmic_Pulses numeric
@attribute Number_of_Relatively_Strong_Rhythmic_Pulses numeric
@attribute Polyrhythms numeric
@attribute Rhythmic_Variability numeric
@attribute Note_Density numeric
@attribute Note_Density_Variability numeric
@attribute Average_Note_Duration numeric
@attribute Variability_of_Note_Durations numeric
@attribute Maximum_Note_Duration numeric
@attribute Minimum_Note_Duration numeric
@attribute Amount_of_Staccato numeric
@attribute Average_Time_Between_Attacks numeric
@attribute Variability_of_Time_Between_Attacks numeric
@attribute Complete_Rests numeric
@attribute Longest_Complete_Rest numeric
@attribute Duration numeric
@data
'X6',0.5,0.5,0.5714,0.5714,2,2,3,4,4,5,62,63,1,0,2,1,3,0,1.037,2,2,0.5556,0.5333,0.5556,0.5556,0.07407,0.3704,0,0.07407,0,0,0,0,0,0,0,0,0.3333,1.714,3.286,3.208,80,40,2,0.2963,0.2716,1.091,0.5679,5,5,5,0.4,0.03689,2.154,0.8512,0.4286,0.2623,1.25,0.25,0,0.3977,0.211,0.07692,12.5,13
'X6',0.3125,0.3125,0.8,0.8,2,2,4,5,5,7,76,76,0,1,4,2,2,2,2,4,1,0.4667,0.4286,0.2,0.1333,0.2,0.6667,0.06667,0.1333,0,0,0,0,0,0,0,0,0.4615,1.857,3.571,3.636,120,60,2,0.3636,0.3333,1.091,0.697,3,3,3,1,0.04534,1.6,1.283,0.5938,0.2016,1,0.5,0,0.5995,0.207,0.09524,10,10.5
'X6',0.5833,0.5833,0.4286,0.4286,3,9,2,4,4,5,71,71,0.75,0.25,11,1,2,0,0.7273,4,2,0.6364,0.2857,0.7273,0.6364,0.09091,0.2727,0.09091,0,0,0,0,0,0,0,0,0.3333,0.25,4,3,1.5,120,40,3,0.2432,0.1622,1.5,0.4054,5,8,7,0.4286,0.0301,2.4,2.121,0.3542,0.1982,0.75,0.125,0,0.3177,0.1617,0.1905,4.75,5.25
'X6',0.2333,0.2333,0.5714,0.7143,3,5,7,9,7,14,74,74,0.3667,0.6333,2,7,1,2,1.966,3,1,0.5517,0.3125,0.2069,0.1034,0.1724,0.7241,0.1034,0.06897,0,0,0,0,0,0,2,0.03333,0.5,5.2,9.6,5.952,40,60,1.5,0.2198,0.2088,1.053,0.4286,5,9,5,0.6,0.03294,2.727,0.9465,0.3583,0.1849,1,0.125,0,0.3616,0.187,0.08511,11.25,11.75
'X6',0.3333,0.3333,0.75,0.75,2,2,3,6,6,9,69,69,0.8333,0.1667,9,1,3,2,1.818,4,2,0.6364,0.2857,0.1818,0.1818,0.09091,0.7273,0,0.09091,0,0,0,0,0,0,0,0,0.3333,4.5,8,3.5,40,80,2,0.2963,0.2222,1.333,0.5185,5,5,5,0.6,0.03616,2,0.3536,0.4583,0.2344,0.75,0.25,0,0.4313,0.2261,0.1538,6,6.5
'X6',0.25,0.25,0.6667,0.8333,5,7,5,8,7,14,69,71,0.6667,0.3333,9,4,2,2,2.304,3,2,0.5217,0.25,0.3043,0.1304,0.1304,0.6522,0.08696,0.04348,0,0.08696,0,0,0,0,1,0,0.45,4,10.2,5.812,60,120,2,0.2712,0.2712,1,0.5424,4,5,5,0.4,0.03765,1.846,0.1273,0.5104,0.2498,1,0.25,0,0.5104,0.2554,0.07547,12.75,13.25
'X6',0.2414,0.2414,1,1,2,2,3,9,7,14,67,68,0.8966,0.1034,7,5,3,2,1.821,3,2,0.5714,0.25,0.25,0.1429,0.1429,0.7143,0.1071,0.03571,0,0,0,0,0,0,2,0,0.5833,3.429,6.714,4.2,80,60,1.333,0.2119,0.2034,1.042,0.4153,5,5,5,0.4,0.03484,3.222,0.3536,0.2931,0.1171,0.75,0.25,0,0.2763,0.07874,0.1053,9,9.5
'X6',0.2308,0.3077,0.6667,0.75,9,9,5,7,6,14,71,69,0.7692,0.2308,2,3,2,2,2.75,3,2,0.3333,0.5,0.4167,0.1667,0.08333,0.4167,0.1667,0.1667,0,0.08333,0,0,0,0,1,0,0.5,3.333,10,3.167,40,80,2,0.2903,0.2903,1,0.5806,5,5,5,0.6,0.03722,1.857,0.3536,0.5,0.2887,1.25,0.25,0,0.437,0.1884,0.1333,7,7.5
'X6',0.2069,0.2069,1,1,5,5,5,9,7,14,62,64,1,0,2,5,1,3,2.821,4,1,0.3571,0.7,0.5357,0.1071,0.03571,0.2857,0.4286,0.1429,0.03571,0,0,0,0,0,5,0,0.48,2.083,6.417,4.526,40,48,1.2,0.1977,0.1977,1,0.3953,5,10,5,0.6,0.03255,2.636,0.3819,0.3534,0.1978,1,0.125,0,0.3567,0.2004,0.08889,10.75,11.25
'X6',0.3448,0.3448,0.7,0.7,7,5,4,5,5,7,67,69,0.7586,0.2414,7,3,2,0,1.286,2,2,0.5357,0.6,0.6429,0.5357,0.03571,0.3571,0.03571,0,0,0.07143,0,0,0,0,0,0,0.6923,1.857,4.143,3.125,120,60,2,0.2211,0.2,1.105,0.4211,5,8,5,0.6,0.03385,2.9,2.179,0.3276,0.2201,1,0.125,0,0.3343,0.2206,0.09524,10,10.5
'X6',0.2692,0.2692,0.7143,0.7143,2,2,3,9,7,14,69,68,0.8846,0.1154,9,5,2,2,1.96,2,1,0.64,0.25,0.12,0.08,0.16,0.8,0.04,0.08,0,0,0,0,0,0,0,0,0.5652,3.833,7.833,4.471,80,120,1.5,0.2121,0.2121,1,0.4242,5,5,5,0.4,0.03486,3.25,0.2357,0.2788,0.08145,0.5,0.25,0,0.2795,0.08292,0.1212,7.75,8.25
'X6',0.25,0.25,1,1,2,2,5,6,6,9,69,70,0.7857,0.2143,9,4,2,2,1.963,3,2,0.5185,0.2857,0.3333,0.1481,0.1481,0.6667,0.1481,0,0,0.03704,0,0,0,0,1,0,0.5217,2.875,6,4.286,120,40,3,0.2469,0.1975,1.25,0.4444,5,10,5,0.6,0.03246,2.545,1.75,0.3839,0.2521,1.5,0.125,0,0.3884,0.2555,0.08511,11.25,11.75
'X6',0.5,0.5,0.5714,0.5714,2,2,3,4,4,5,78,77,0,1,6,1,3,2,1.308,3,2,0.3846,0.8,0.3846,0.3077,0.2308,0.6154,0.07692,0,0,0,0,0,0,0,0,0,0.3333,2.25,3.5,3.1,80,120,1.5,0.2381,0.2381,1,0.4762,5,5,5,0.4,0.03527,2.8,2.475,0.3036,0.1065,0.5,0.25,0,0.288,0.09388,0.1905,4.75,5.25
'X6',0.25,0.25,0.7143,0.7143,3,9,6,7,7,11,74,72,0.5714,0.4286,2,6,3,2,2.444,3,1,0.4815,0.3846,0.1852,0.07407,0.1852,0.6667,0.07407,0.1481,0,0.03704,0,0,0,0,0,0.03571,0.4,1.923,4.923,5.333,120,60,2,0.2243,0.1869,1.2,0.4112,5,8,5,0.6,0.03244,3.5,0.2357,0.2768,0.09228,0.5,0.125,0,0.2773,0.09388,0.1143,8.25,8.75
'X6',0.375,0.375,0.5,0.5,2,2,5,6,6,9,69,67,1,0,9,4,3,2,1.8,3,2,0.4,0.8333,0.4,0.3333,0.1333,0.5333,0.06667,0,0,0,0.06667,0,0,0,0,0,0.2,3.333,6.667,2.9,80,120,1.5,0.2182,0.2182,1,0.4364,5,5,5,0.4,0.03492,2.667,1.237,0.3125,0.1443,0.75,0.25,0,0.3162,0.1484,0.1667,5.5,6
'X6',0.375,0.375,0.5833,0.5833,2,2,4,8,7,12,67,66,1,0,7,2,3,2,2.161,3,1,0.6129,0.2105,0.1613,0.09677,0.129,0.7419,0.06452,0.06452,0,0,0.03226,0,0,0,1,0.0625,0.5357,2.154,5,3.875,40,120,3,0.2039,0.1942,1.05,0.3981,5,10,5,0.6,0.03009,2.667,0.5774,0.3438,0.1851,1,0.125,0,0.3463,0.1874,0.08333,11.5,12
'X6',0.4167,0.4167,0.6,0.6,2,2,2,6,6,9,67,67,1,0,7,1,2,2,1.818,4,2,0.6364,0.2857,0.1818,0.1818,0.09091,0.7273,0,0.09091,0,0,0,0,0,0,0,0,0.3333,4.5,8,3.333,40,80,2,0.2143,0.2143,1,0.4286,5,5,5,0.6,0.03494,2.4,2.121,0.375,0.1994,0.75,0.25,0,0.3631,0.205,0.1818,5,5.5
'X6',0.5714,0.5714,0.25,0.25,2,9,3,5,5,7,71,70,0.8571,0.1429,11,2,1,0,1.231,2,2,0.4615,0.6667,0.6154,0.4615,0.07692,0.3846,0.1538,0,0,0,0,0,0,0,1,0,0.2857,3.5,5.5,2.222,120,80,1.5,0.24,0.22,1.091,0.46,5,5,5,0.6,0.03516,3.5,0,0.2679,0.06682,0.5,0.25,0,0.2495,0,0.2105,4.25,4.75
'X6',0.5,0.5,0.5714,0.5714,2,2,3,4,4,5,67,68,1,0,7,1,3,0,1.037,2,2,0.5556,0.5333,0.5556,0.5556,0.07407,0.3704,0,0.07407,0,0,0,0,0,0,0,0,0.3333,1.714,3.286,3.208,80,40,2,0.2824,0.2353,1.2,0.5176,5,5,5,0.4,0.03595,2.545,0.25,0.3839,0.1593,0.75,0.25,0,0.3699,0.145,0.08511,11.25,11.75
'X6',0.3077,0.3077,0.75,0.75,4,9,4,5,4,12,71,69,0.8462,0.1538,11,3,1,2,2.25,3,2,0.4167,0.6,0.4167,0.25,0,0.4167,0.1667,0.1667,0,0,0,0,0,0,1,0,0.4444,3,6.667,3.25,120,80,1.5,0.2439,0.2195,1.111,0.4634,5,5,5,0.6,0.03516,2.6,2.298,0.3077,0.1498,0.75,0.25,0,0.2703,0.07217,0.2,4.5,5
'X6',0.2667,0.2667,0.75,0.75,2,2,5,6,6,9,74,72,0.5667,0.4333,2,3,2,2,1.379,4,2,0.4138,0.8333,0.4483,0.3448,0.1379,0.5517,0.1034,0,0,0,0,0,0,0,0,0.2333,0.5263,2.111,3.889,3.083,120,60,2,0.18,0.17,1.059,0.35,3,10,9,0.3333,0.02674,2.5,1.146,0.3833,0.3078,1.5,0.125,0,0.3443,0.2282,0.08,12,12.5
'X6',0.3571,0.3571,0.4,0.4,5,5,5,6,6,9,65,64,1,0,5,5,1,2,2.462,5,2,0.3077,0.75,0.5385,0.2308,0,0.3077,0.3077,0.1538,0,0,0,0,0,0,1,0,0.4,3.333,9,3.875,120,40,3,0.4,0.35,1.143,0.75,3,3,3,1,0.04602,1.077,0.4111,0.8929,0.7119,2.5,0.5,0,0.9226,0.7316,0.07407,13,13.5
'X6',0.2143,0.2143,1,1,2,2,5,7,7,10,67,68,0.8571,0.1429,7,5,2,2,2,3,1,0.4615,0.5,0.4615,0.1538,0.07692,0.5385,0.3077,0,0,0,0,0,0,0,3,0,0.3636,2.2,4.2,2.714,120,60,2,0.2571,0.2286,1.125,0.4857,5,5,5,0.6,0.03538,2.333,0.8839,0.3929,0.1284,0.5,0.25,0,0.3841,0.1297,0.1538,6,6.5
'X6',0.4375,0.4375,0.5714,0.5714,2,2,4,5,4,12,71,68,0.9688,0.03125,11,3,2,0,1.71,3,2,0.3871,1,0.5161,0.3871,0,0.3871,0.129,0.09677,0,0,0,0,0,0,1,0,0.5263,2.375,6.125,3.038,40,120,3,0.217,0.1887,1.15,0.4057,5,10,5,0.6,0.02969,2.667,0.2887,0.3594,0.1761,1,0.125,0,0.3544,0.1771,0.08,12,12.5
'X6',0.375,0.375,0.5,0.5,4,4,5,5,5,10,71,68,1,0,11,4,3,2,2.533,3,2,0.3333,0.6,0.3333,0.2,0.2,0.5333,0.06667,0.06667,0,0.06667,0.06667,0,0,0,0,0,0.5833,3,8.25,3.909,60,120,2,0.2667,0.2667,1,0.5333,5,5,5,0.4,0.03617,2,0.5303,0.4531,0.3442,1.5,0.25,0,0.4662,0.3519,0.1212,7.75,8.25
'X6',0.5,0.5,0.4167,0.4167,4,4,3,4,4,9,71,69,1,0,11,1,3,2,1.739,3,2,0.4348,0.9,0.3913,0.3913,0,0.4348,0,0.1739,0,0,0,0,0,0,0,0.08333,0.4286,3.5,9,3.45,120,60,2,0.2727,0.2545,1.071,0.5273,3,9,3,1,0.03533,1.846,0.2887,0.5208,0.2799,1,0.125,0,0.4995,0.2665,0.07407,13,13.5
'X6',0.3333,0.3333,0.5,0.5,3,3,5,9,8,12,69,68,0.9333,0.06667,9,4,3,2,2.241,4,1,0.4138,0.4167,0.3103,0.1379,0.1724,0.5862,0.1724,0.06897,0,0,0.03448,0,0,0,0.6667,0.1,0.48,2.273,5.545,4.619,40,60,1.5,0.1809,0.1809,1,0.3617,5,10,5,0.6,0.03003,2.727,0.3819,0.35,0.2008,1,0.125,0,0.353,0.2034,0.08696,11,11.5
'X6',0.4138,0.4138,0.6667,0.6667,2,2,3,6,6,10,62,63,1,0,2,1,3,0,1.464,3,2,0.4286,0.6667,0.5714,0.4286,0.07143,0.3571,0.1429,0.07143,0,0,0,0,0,0,3,0,0.4375,2,4.25,3.478,40,80,2,0.284,0.284,1,0.5679,5,5,5,0.6,0.03686,2.231,0.3849,0.431,0.2579,1.25,0.25,0,0.4281,0.2623,0.07407,13,13.5
'X6',0.25,0.25,1,1,2,7,4,5,5,7,69,70,0.75,0.25,2,3,1,2,1.636,5,2,0.4545,0.6,0.4545,0.2727,0.09091,0.5455,0.1818,0,0,0,0,0,0,0,1,0,0.375,4,5.5,4,80,120,1.5,0.2424,0.2424,1,0.4848,5,5,5,0.4,0.03539,2.4,2.121,0.375,0.2919,1.25,0.25,0,0.295,0.1011,0.1818,5,5.5
'X6',0.3333,0.3333,0.8235,0.8235,2,2,4,8,7,12,71,68,0.9608,0.03922,11,3,2,2,1.96,3,2,0.42,0.619,0.44,0.26,0.06,0.48,0.16,0.08,0,0.02,0,0,0,0,3,0.03922,0.4324,2.176,5.588,3.55,40,120,3,0.2188,0.2125,1.029,0.4313,3,10,5,0.6,0.03056,2.429,0.4809,0.3922,0.1921,1,0.125,0,0.3945,0.1929,0.04762,20.5,21
'X6',0.3103,0.3103,0.5556,0.5556,2,2,5,8,7,12,69,68,0.8621,0.1379,9,6,3,2,2.536,4,2,0.3929,0.3636,0.3214,0.1429,0.1429,0.5357,0.1786,0.07143,0,0,0.07143,0,0,0,0.25,0.06897,0.4583,2.4,6.7,5.211,120,60,2,0.1957,0.1848,1.059,0.3804,5,9,5,0.6,0.03157,2.636,0.9465,0.3448,0.1995,1,0.125,0,0.3388,0.2009,0.09091,10.5,11
'X6',0.25,0.25,0.75,0.75,2,9,5,7,6,14,71,70,0.75,0.25,11,4,2,2,1.6,3,2,0.5333,0.375,0.2,0.2,0.2,0.7333,0,0.06667,0,0,0,0,0,0,0,0,0.25,3,3.75,2.111,120,60,2,0.2564,0.2308,1.111,0.4872,5,5,5,0.6,0.03555,2.286,0.8839,0.4219,0.3125,1.5,0.25,0,0.4328,0.32,0.129,7.25,7.75
'X6',0.3333,0.3333,0.6,0.6,2,2,5,7,7,11,74,72,0.4333,0.5667,2,3,3,0,1.241,3,2,0.4138,0.9167,0.4828,0.4138,0.1379,0.5172,0.03448,0,0,0.03448,0,0,0,0,0,0.03333,0.5294,2.429,4.143,3.217,120,60,2,0.2159,0.2045,1.056,0.4205,5,10,5,0.6,0.03301,2.5,0.1443,0.375,0.2707,1.5,0.125,0,0.3788,0.2744,0.08163,11.75,12.25
'X6',0.4667,0.4667,0.5714,0.5714,2,2,3,5,5,8,74,75,0.06667,0.9333,2,1,3,2,1.429,4,2,0.4286,0.6667,0.4286,0.2857,0.1429,0.5714,0.1429,0,0,0,0,0,0,0,0,0,0.5,2.5,4.25,2.3,80,120,1.5,0.2157,0.1961,1.1,0.4118,5,9,5,0.4,0.0318,3,2.652,0.3,0.1319,0.5,0.125,0,0.3031,0.1362,0.1818,5,5.5
'X6',0.2667,0.2667,1,1,5,5,4,6,6,9,64,66,1,0,4,2,2,0,1.857,2,2,0.3571,1,0.5,0.3571,0.07143,0.4286,0.07143,0.07143,0,0.07143,0,0,0,0,0,0,0.4444,2.25,5.25,2.778,40,80,2,0.2273,0.2045,1.111,0.4318,5,5,5,0.6,0.03493,2.5,1.061,0.35,0.1842,0.75,0.25,0,0.3388,0.1862,0.16,5.75,6.25
'X6',0.3333,0.3333,0.75,0.75,3,3,3,6,6,9,69,68,0.9167,0.08333,9,1,3,2,2.182,4,1,0.5455,0.3333,0.2727,0,0.1818,0.7273,0.2727,0,0,0,0,0,0,0,2,0,0.4545,2.75,4.75,3.333,80,40,2,0.2727,0.2121,1.286,0.4848,5,5,5,0.4,0.03571,2,1.414,0.4167,0.2887,1.25,0.25,0,0.3404,0.1261,0.1667,5.5,6
'X6',0.3333,0.3333,0.75,0.75,7,5,4,5,5,7,67,70,0.75,0.25,7,3,2,0,1.565,2,2,0.4348,0.9,0.5652,0.4348,0.04348,0.4348,0.04348,0,0,0.08696,0,0,0,0,0,0,0.6923,1.857,4.143,3.211,40,120,3,0.2297,0.2297,1,0.4595,5,5,5,0.6,0.03514,2.667,0.5303,0.3542,0.1459,0.75,0.25,0,0.3582,0.1474,0.1053,9,9.5
'X6',0.25,0.25,1,1,2,5,4,5,4,12,67,69,0.8333,0.1667,2,3,1,2,2.455,5,2,0.4545,0.4,0.3636,0.1818,0,0.4545,0.1818,0.1818,0,0,0,0,0,0,1,0,0.3333,3,8.333,3,120,80,1.5,0.2917,0.25,1.167,0.5417,5,5,5,0.6,0.03645,2.4,2.121,0.375,0.2919,1.25,0.25,0,0.3631,0.3034,0.1818,5,5.5
'X6',0.2857,0.2857,0.75,1,2,5,5,5,4,12,67,68,0.8571,0.1429,2,3,1,2,3.154,5,2,0.2308,1,0.6154,0.1538,0,0.2308,0.3846,0.1538,0,0.07692,0,0,0,0,0.6667,0,0.5455,2.2,6.8,3.556,80,40,2,0.2647,0.2353,1.125,0.5,5,5,5,0.4,0.03578,2.333,0.8839,0.3929,0.189,0.75,0.25,0,0.4034,0.192,0.1538,6,6.5
'X6',0.2222,0.2222,0.8333,0.8333,2,2,4,9,7,14,69,68,0.8889,0.1111,9,5,2,2,1.692,3,2,0.5769,0.2667,0.2692,0.1538,0.1538,0.7308,0.1154,0,0,0,0,0,0,0,2,0,0.5455,3.667,5.833,3.867,80,120,1.5,0.2157,0.2059,1.048,0.4216,5,5,5,0.4,0.03485,3,1.061,0.3056,0.1266,0.75,0.25,0,0.2976,0.1229,0.1081,8.75,9.25
'X6',0.2812,0.2812,0.6667,0.6667,2,2,6,6,6,9,67,70,0.75,0.25,7,6,3,2,1.323,3,2,0.4516,0.8571,0.4516,0.3871,0.09677,0.5484,0.03226,0,0,0.03226,0,0,0,0,0,0,0.6842,2.375,4.5,3.269,120,60,2,0.2358,0.2075,1.136,0.4434,5,5,5,0.6,0.03505,2.909,0.2887,0.3359,0.1968,1,0.25,0,0.3302,0.1978,0.08511,11.25,11.75
'X6',0.25,0.25,1,1,2,7,4,5,5,7,69,70,0.75,0.25,2,3,1,2,1.636,5,2,0.4545,0.6,0.4545,0.2727,0.09091,0.5455,0.1818,0,0,0,0,0,0,0,1,0,0.375,4,5.5,4,80,120,1.5,0.2424,0.2424,1,0.4848,5,5,5,0.4,0.03539,2.4,2.121,0.3333,0.1628,0.75,0.25,0,0.295,0.1011,0.2,4.5,5
'X6',0.2812,0.2812,0.5556,0.5556,4,4,6,8,7,12,62,64,1,0,2,7,3,2,2.226,5,2,0.2903,0.8889,0.5161,0.2581,0.06452,0.3548,0.2581,0.129,0,0,0,0,0,0,0.6,0,0.4783,2.3,6.4,4.75,40,48,1.2,0.1826,0.1739,1.05,0.3565,5,10,5,0.6,0.03002,2.909,1.01,0.3203,0.1521,0.75,0.125,0,0.314,0.1509,0.08889,10.75,11.25
'X6',0.2812,0.2812,0.8889,0.8889,2,2,5,7,6,12,74,73,0.3438,0.6562,2,2,2,0,2.935,5,2,0.2581,1,0.5484,0.2581,0,0.2581,0.2258,0.129,0,0.06452,0.06452,0,0,0,0.75,0,0.4348,1.769,6.308,4.304,60,40,1.5,0.2301,0.1947,1.182,0.4248,5,5,5,0.4,0.03491,2.909,0.5204,0.3125,0.11,0.5,0.25,0,0.314,0.1112,0.09091,10.5,11
'X6',0.2903,0.2903,0.8889,0.8889,2,2,5,7,6,12,74,73,0.3871,0.6129,2,3,2,2,2.9,4,2,0.2667,0.875,0.4667,0.2333,0.03333,0.3,0.2,0.1667,0,0.03333,0.06667,0,0,0,0.5,0,0.4348,1.769,6,4.957,120,60,2,0.3175,0.2698,1.176,0.5873,3,5,4,0.75,0.03913,1.632,0.25,0.5887,0.3449,2,0.25,0,0.5912,0.3504,0.05195,18.75,19.25
'X6',0.3125,0.3125,0.9,0.9,2,2,5,6,6,9,71,67,1,0,11,3,2,2,2.452,4,2,0.5484,0.2941,0.2903,0.1613,0.06452,0.6129,0.03226,0.09677,0,0.09677,0,0,0,0,0,0,0.4231,2,5.692,4.731,120,40,3,0.2529,0.2414,1.048,0.4943,4,10,5,0.6,0.03439,2.133,1.451,0.4531,0.2076,1,0.125,0,0.4511,0.2108,0.06452,15,15.5
'X6',0.2667,0.2667,0.5,0.5,3,9,6,7,7,10,69,69,0.8667,0.1333,9,4,1,2,1.429,3,2,0.6429,0.3333,0.2143,0.2143,0.1429,0.7857,0,0,0,0,0,0,0,0,0,0,0.2727,2.2,3,1.875,60,120,2,0.275,0.25,1.1,0.525,5,5,5,0.4,0.03623,2.5,0.7071,0.3833,0.1291,0.5,0.25,0,0.3745,0.1297,0.1481,6.25,6.75
'X6',0.3125,0.3125,0.9,0.9,2,2,5,6,6,9,71,67,1,0,11,3,2,2,2.452,4,2,0.5484,0.2941,0.2903,0.1613,0.06452,0.6129,0.03226,0.09677,0,0.09677,0,0,0,0,0,0,0.4231,2,5.692,4.731,120,40,3,0.2529,0.2414,1.048,0.4943,4,10,5,0.6,0.03439,2.133,1.451,0.4531,0.2076,1,0.125,0,0.4511,0.2108,0.06452,15,15.5
'X6',0.4483,0.4483,0.4615,0.4615,2,2,3,6,5,12,71,69,0.931,0.06897,11,3,3,2,1.786,3,2,0.3929,0.9091,0.4286,0.3571,0.03571,0.4286,0.07143,0.1429,0,0,0,0,0,0,1,0,0.4444,3,7.5,3.522,60,120,2,0.2656,0.25,1.062,0.5156,5,5,5,0.4,0.03649,1.812,0.6614,0.5431,0.3664,1.5,0.25,0,0.5174,0.3465,0.0597,16.25,16.75
'X6',0.3448,0.3448,0.5,0.5,3,9,5,8,7,12,74,72,0.4483,0.5517,2,3,2,0,1.357,3,2,0.4286,0.6667,0.5357,0.4286,0.1429,0.4286,0.07143,0.03571,0,0.03571,0,0,0,0,0,0.06897,0.5625,2.286,4.429,3.19,120,60,2,0.2099,0.1852,1.133,0.3951,5,9,5,0.6,0.03133,2.417,0.1443,0.3793,0.2883,1.5,0.125,0,0.3834,0.2925,0.08333,11.5,12
'X6',0.25,0.25,1,1,2,5,5,6,5,12,67,68,0.875,0.125,2,3,1,2,2,3,2,0.5333,0.25,0.2667,0.1333,0.1333,0.6667,0.1333,0.06667,0,0,0,0,0,0,1,0,0.6154,3.25,5.75,2.9,120,60,2,0.2444,0.2222,1.1,0.4667,5,5,5,0.6,0.03524,2.667,0.5303,0.3438,0.125,0.5,0.25,0,0.3495,0.1268,0.1538,6,6.5
'X6',0.3125,0.3125,0.9,0.9,2,2,5,6,6,9,71,67,1,0,11,3,2,2,2.452,4,2,0.5484,0.2941,0.2903,0.1613,0.06452,0.6129,0.03226,0.09677,0,0.09677,0,0,0,0,0,0,0.4231,2,5.692,4.731,120,40,3,0.2529,0.2414,1.048,0.4943,4,10,5,0.6,0.03439,2.133,1.451,0.4531,0.2076,1,0.125,0,0.4511,0.2108,0.06452,15,15.5
'X6',0.2857,0.3571,0.75,0.8,4,5,5,5,4,12,67,68,0.7857,0.2143,2,3,2,2,2.615,4,2,0.3077,0.75,0.6154,0.2308,0,0.3077,0.3077,0.07692,0,0.07692,0,0,0,0,1,0.07143,0.5,2.5,6.75,3.111,120,60,2,0.2632,0.2368,1.111,0.5,3,10,3,1,0.03335,2.333,0,0.375,0.1387,0.5,0.125,0,0.3841,0.1394,0.16,5.75,6.25
'X6',0.2667,0.2667,0.75,0.75,3,9,5,8,7,12,74,73,0.5,0.5,2,6,3,2,2.241,3,1,0.4828,0.3571,0.2414,0.1034,0.1724,0.6552,0.1379,0.06897,0,0,0.03448,0,0,0,1,0.03333,0.4231,2.889,6.667,4.545,60,120,2,0.2128,0.2021,1.053,0.4149,5,10,5,0.4,0.03096,2.727,0.3819,0.35,0.1749,1,0.125,0,0.353,0.177,0.08696,11,11.5
'X6',0.3333,0.3333,0.5556,0.5556,7,5,4,9,8,12,67,69,0.7407,0.2593,7,3,2,0,1.808,3,2,0.3077,1,0.4615,0.3077,0.1538,0.4615,0.1154,0.07692,0,0.03846,0,0,0,0,2,0,0.4444,2.25,4.625,3.176,80,40,2,0.2771,0.241,1.15,0.5181,5,5,5,0.4,0.03592,2.455,0.8036,0.3704,0.145,0.75,0.25,0,0.3745,0.1458,0.09091,10.5,11
'X6',0.2308,0.2308,1,1,1,1,5,6,6,9,78,78,0,1,6,4,2,2,2,3,2,0.5,0.3333,0.3333,0.1667,0.08333,0.5833,0.1667,0.08333,0,0,0,0,0,0,0,0,0.5,3.333,6.333,4.286,120,60,2,0.1951,0.1707,1.143,0.3659,5,10,5,0.6,0.02902,2.6,2.298,0.3462,0.2559,1,0.125,0,0.2912,0.1713,0.1818,5,5.5
